,Average wind speed (m/s),Average power (kW),Input turbulence intensity (%),Input alpha
5696,16.5255,4983.04,19.11,0.0
7296,7.17919,1685.21,41.21,0.21
7890,12.417,4967.27,9.86,0.43
2192,11.2107,4295.35,16.08,0.49
2857,6.58908,1292.64,42.35,0.01
6474,22.7997,4826.9,41.12,0.05
6469,4.36863,286.759,23.14,0.17
94,12.4611,4974.75,9.42,0.25
4346,11.629,4740.49,20.97,-0.27
5544,5.94017,981.612,44.98,-0.29
7796,3.61882,142.876,15.91,-0.05
7517,14.9721,4976.49,18.89,0.17
1354,13.4914,4547.97,31.55,-0.35
827,15.4611,4937.78,26.98,0.32
2540,3.60267,190.634,36.35,-0.09
4808,15.634,4985.17,9.43,-0.4
4979,12.0006,4980.65,8.31,-0.39
1381,23.1831,4903.34,33.77,-0.22
4199,6.96366,1418.15,44.42,0.05
3617,7.13509,1712.57,32.35,-0.33
2172,8.47789,2292.47,30.56,0.31
7885,4.08971,303.211,42.0,-0.07
6573,20.0234,4986.19,19.57,0.1
639,4.4822,439.642,36.74,-0.31
4762,15.3592,4983.14,10.81,0.36
6590,15.3251,4986.78,21.4,-0.35
3897,15.6693,4786.7,42.43,-0.27
1866,8.14168,2039.85,15.37,-0.13
7676,13.6645,4945.3,24.73,-0.46
7491,20.4289,4963.02,23.19,0.26
4638,19.7012,4949.01,36.8,-0.33
3441,22.792,4915.04,42.09,-0.15
3879,14.1696,4933.28,30.62,-0.4
4780,7.96497,2039.28,8.5,-0.36
4447,8.1399,2191.82,19.74,-0.22
4692,17.8159,4987.21,21.5,-0.2
4060,16.2908,4985.05,5.86,0.09
7777,4.3152,329.73,15.49,-0.39
5576,3.57236,146.771,32.01,0.04
4037,8.86496,2988.51,43.14,-0.22
570,18.1966,4937.16,36.7,-0.04
2036,19.0434,4984.6,20.91,-0.02
6571,15.6539,4975.72,26.45,-0.01
5973,20.8309,4986.28,7.78,0.36
1172,19.1936,4986.66,7.4,-0.1
5796,20.3805,4922.45,33.3,0.41
2124,14.9049,4984.85,10.51,-0.42
2874,3.74534,258.194,44.79,0.26
5638,3.60634,157.303,27.28,-0.13
5732,13.6088,4977.49,14.68,-0.13
6569,19.7541,4959.21,32.98,0.1
1914,10.8478,3715.22,39.81,-0.15
2731,5.46891,608.68,18.46,0.45
3362,11.1606,4391.6,15.73,0.32
7925,25.8145,4881.42,42.87,-0.5
1871,7.35878,1449.09,22.09,0.31
4455,21.0542,4986.52,18.78,0.17
1105,3.50975,119.688,6.45,-0.1
6141,24.0178,4986.98,10.69,0.33
5373,5.78346,936.744,41.75,-0.33
5285,15.8274,4982.81,15.08,-0.31
103,9.47494,3597.11,27.71,-0.46
5670,3.08632,69.7829,9.48,-0.15
1508,4.0641,239.531,24.31,0.47
4103,16.8002,4774.77,35.9,0.12
1560,10.7938,4426.35,23.86,-0.45
4671,14.9609,4551.95,37.26,0.36
4870,17.0704,4814.13,26.4,0.27
924,24.1969,4942.61,36.96,0.16
1308,4.6445,438.499,41.9,0.48
3850,9.80945,3261.73,9.97,0.44
6170,18.942,4877.13,40.18,0.27
3812,10.6792,3985.35,26.57,0.16
3078,12.5966,4982.78,6.69,0.11
1421,14.9173,4424.87,42.0,0.38
2136,19.8651,4986.64,5.55,-0.26
6392,21.1535,4974.0,29.07,0.16
2994,23.1711,4974.93,21.55,0.3
4906,7.07132,1554.34,16.04,-0.48
4372,20.2674,4980.24,29.08,-0.47
5563,4.19681,342.076,41.82,-0.1
512,5.71263,711.24,22.29,0.01
2996,17.3411,4985.4,8.97,-0.45
581,5.25818,562.754,15.29,-0.26
5798,16.3712,4981.56,21.29,0.05
2737,11.1538,4429.36,26.55,-0.26
5231,16.3346,4982.46,24.1,-0.4
316,20.5343,4958.81,28.2,0.45
36,14.6863,4897.74,27.36,0.22
2656,20.6274,4986.84,8.17,0.16
5501,5.60114,633.06,14.2,0.17
7489,22.5863,4987.06,5.16,0.21
1768,8.62349,2281.43,17.14,0.17
3679,22.0305,4934.16,37.98,-0.23
1489,13.6174,4979.66,16.31,-0.45
1393,25.582,4914.27,33.93,-0.25
2775,6.99931,1251.13,12.57,-0.1
5807,16.505,4946.36,40.03,-0.18
3329,25.0205,4968.26,22.31,0.44
3989,25.1264,4900.04,43.58,-0.46
5007,8.30273,2312.5,44.6,0.29
6134,22.9292,4981.62,16.96,0.36
3275,15.576,4873.26,29.59,0.12
7029,8.06307,1996.27,27.68,0.0
524,3.27841,95.0153,16.64,0.37
1651,23.2501,4953.69,29.98,-0.02
3575,20.5971,4824.73,44.67,-0.12
1431,9.14889,2598.09,5.06,0.19
5367,10.9343,4350.07,21.96,-0.32
6833,23.8517,4973.44,22.4,-0.18
374,13.4254,4981.57,13.95,-0.36
1635,4.56686,480.661,41.87,-0.35
7178,6.71632,1160.41,12.79,-0.23
4026,20.0968,4985.55,17.77,0.44
2713,22.9802,4966.09,28.84,0.23
6715,13.8749,4975.78,18.86,-0.16
6537,18.1015,4985.94,13.94,0.22
3999,17.3307,4986.24,5.27,-0.38
7109,19.6168,4979.19,26.0,-0.45
3600,21.9254,4982.4,25.28,-0.41
6445,11.8093,3994.21,40.5,0.15
4630,19.7551,4986.35,12.45,-0.32
1492,17.6128,4957.32,31.74,-0.12
5274,10.0033,3509.46,27.58,0.1
7846,5.3564,572.8,22.06,0.0
6217,6.93664,1207.35,19.02,0.04
4094,20.5377,4845.95,42.69,0.34
2847,4.38896,358.76,23.93,-0.35
3962,23.0625,4932.79,35.78,-0.07
1702,18.6985,4986.25,14.24,-0.28
6066,7.65407,2033.37,42.02,-0.31
3210,25.6204,4767.17,43.29,0.21
5815,20.4578,4986.6,8.8,-0.26
4865,4.47885,373.737,31.99,0.5
2880,3.90238,189.595,17.38,-0.05
690,24.1396,4975.64,24.8,-0.37
4179,7.4125,1722.82,8.39,-0.45
5520,16.9784,4735.0,44.71,0.24
3695,22.7708,4986.64,13.15,-0.23
2615,10.9497,4913.66,5.66,-0.37
5051,16.263,4867.1,35.6,0.09
6390,7.91891,1790.31,19.89,0.11
5345,23.5228,4969.85,26.39,-0.02
3178,24.0329,4938.57,30.53,-0.13
4847,11.0782,4141.98,30.82,0.46
7998,14.6624,4983.94,10.07,0.13
4548,6.12014,842.715,7.38,-0.16
1514,23.1994,4986.72,14.13,-0.37
329,7.1232,1609.08,39.87,-0.27
183,5.14168,519.418,16.33,-0.22
7173,21.4094,4987.19,9.23,0.22
5581,3.59249,138.151,15.9,0.38
4886,4.53539,398.7,37.87,-0.01
2265,23.3119,4986.77,11.08,0.12
6204,19.069,4872.78,38.53,-0.03
6693,9.51149,3710.31,17.39,-0.47
3520,8.51085,2660.54,42.02,-0.27
59,4.75667,540.207,44.51,-0.39
4153,21.4914,4986.62,13.18,0.43
5937,12.1258,4477.53,33.8,0.09
513,3.78289,213.928,29.55,-0.26
2477,21.4445,4958.82,29.98,0.26
7852,22.6044,4832.73,44.29,0.28
550,12.5605,4884.75,19.7,0.47
1922,25.3227,4769.52,44.12,0.1
6759,19.6345,4944.65,34.63,-0.45
6251,7.66976,1550.38,9.14,0.31
1364,7.62867,1523.31,5.17,0.18
7810,14.1654,4979.14,10.58,0.04
4914,5.45779,605.622,23.1,0.21
2663,22.174,4964.01,25.46,0.33
2166,8.56726,2659.5,33.4,-0.24
4014,16.886,4971.92,25.3,-0.15
5205,20.1308,4986.32,6.16,0.2
5474,5.53226,586.863,14.18,0.15
864,5.30551,576.197,28.24,0.13
7572,6.15969,841.105,7.29,0.5
4427,4.57661,523.053,44.01,-0.45
1868,6.35054,1023.87,31.13,0.25
7773,22.134,4986.39,15.56,-0.48
749,21.079,4986.53,7.16,-0.36
2738,12.7966,4681.66,31.45,-0.16
3837,6.70513,1194.45,15.51,-0.25
6047,11.98,4384.19,34.62,-0.3
1000,6.77498,1203.01,36.27,0.46
5461,6.32133,1172.01,39.11,-0.19
2524,13.1755,4956.1,16.21,0.2
4339,16.3751,4980.71,20.25,0.05
5555,9.98205,3408.7,5.24,0.47
199,23.4559,4987.13,6.14,0.38
1420,11.9537,4908.26,11.98,0.47
1045,16.7723,4984.84,23.26,-0.41
7539,19.7233,4886.07,39.02,-0.05
7155,5.01154,527.706,36.12,0.35
2681,18.285,4702.86,43.42,0.22
3759,7.3192,1682.77,27.13,-0.3
4533,4.81632,584.54,37.68,-0.45
4786,14.6705,4967.75,18.16,0.25
6440,18.8661,4986.41,6.08,-0.11
217,22.6947,4889.5,41.65,-0.34
5446,13.7883,4961.35,23.24,-0.25
5381,9.61616,3158.71,34.35,0.12
2800,13.0092,4976.21,13.59,0.34
2079,8.31408,2361.76,44.9,-0.05
5258,16.4549,4952.64,19.41,-0.03
1755,8.35715,2259.86,40.07,0.03
5198,19.1843,4867.42,39.77,0.27
630,21.4995,4959.33,32.27,0.14
6767,13.6941,4932.72,23.88,-0.15
7766,3.51827,124.582,13.49,0.26
7626,20.6863,4853.62,43.52,-0.45
802,20.6113,4986.39,8.13,-0.39
4494,21.3494,4909.83,38.33,-0.11
2144,4.23058,296.567,29.89,-0.1
7637,20.0397,4953.44,40.36,-0.04
3414,16.1778,4982.93,17.47,0.35
7881,14.3679,4753.1,26.09,0.1
4332,21.654,4939.98,36.05,-0.27
5526,4.41799,367.926,36.77,0.19
4228,12.1585,4357.33,38.12,0.3
2123,7.22385,1570.66,18.86,-0.36
6037,4.11169,307.256,38.97,0.35
141,8.64509,2554.27,32.21,-0.1
5925,25.057,4976.48,24.4,-0.23
4190,19.917,4980.63,24.42,-0.06
4349,24.4579,4921.7,35.24,0.08
1455,4.0133,231.28,7.33,-0.32
4606,16.2649,4983.87,13.8,-0.21
1516,5.20049,509.544,15.75,0.43
3204,23.7184,4852.35,42.82,0.49
5527,13.7221,4896.03,27.43,0.49
4779,7.0729,1473.27,32.18,0.1
6417,13.9478,4789.6,32.53,-0.46
394,7.91091,1956.34,27.77,-0.12
952,6.18566,1018.01,19.14,-0.38
844,6.73248,1160.58,27.36,0.03
2815,4.57314,401.77,36.91,-0.02
1993,23.6207,4885.65,41.0,-0.16
7244,13.7279,4881.94,39.14,-0.4
1175,13.5089,4448.34,33.85,0.46
3151,13.064,4604.14,37.74,-0.42
539,6.84168,1165.67,16.98,0.28
4453,20.2338,4986.58,12.96,0.31
3532,7.53557,1623.81,29.56,0.3
3022,24.3428,4977.13,23.19,-0.41
7198,9.72813,3784.47,5.21,-0.41
6943,9.35073,2930.92,20.5,0.07
5993,20.8913,4922.98,39.77,-0.41
522,6.312,1167.7,42.85,-0.28
3443,14.2667,4949.19,21.94,-0.07
847,20.9854,4983.87,23.49,-0.36
6635,10.787,4002.14,33.88,-0.21
6240,3.16103,89.1587,21.96,-0.2
3209,24.4022,4981.35,18.9,-0.37
3306,16.6194,4964.5,24.98,-0.32
2390,12.6278,4911.86,17.28,0.08
4689,21.8204,4987.0,7.41,-0.44
516,11.6314,4398.4,44.29,-0.44
2437,13.0087,4981.44,6.17,-0.4
1044,14.5016,4976.65,15.76,0.0
720,18.3446,4986.41,10.25,-0.2
1633,18.9032,4986.33,11.27,0.38
868,10.4782,3914.38,13.86,0.06
4152,7.93587,2215.44,38.28,-0.23
3502,23.727,4852.47,38.68,-0.03
26,4.96913,433.708,17.34,0.3
3623,23.8305,4878.21,40.13,0.07
1983,8.50908,2122.46,6.92,0.43
2538,8.38553,2498.42,18.36,-0.38
5989,17.5675,4985.66,10.98,-0.25
5287,20.6479,4893.37,33.71,0.2
2693,19.1926,4974.83,33.29,0.31
7105,17.8783,4882.55,42.81,-0.23
5743,5.79875,703.473,19.75,0.17
4863,9.67051,3567.44,44.55,-0.38
6543,13.9762,4983.38,6.6,0.41
625,13.452,4979.82,10.71,0.43
7461,19.5027,4969.87,30.36,0.12
2129,3.561,124.652,9.01,0.26
3097,9.81236,3237.53,35.78,0.22
768,20.5302,4977.85,23.38,-0.31
1777,6.69565,1511.48,35.63,-0.48
7246,8.66875,2809.84,41.6,-0.42
6673,6.84866,1153.86,16.94,0.27
6137,20.9769,4942.58,34.95,0.21
7295,19.6148,4986.7,10.69,-0.19
1458,14.1081,4857.38,23.39,-0.18
3865,22.035,4987.04,10.53,-0.07
5056,6.89707,1157.91,13.45,0.39
4319,23.3959,4985.5,16.5,0.32
2032,11.6765,4217.09,39.78,-0.06
5530,14.6112,4980.99,16.68,0.36
2324,8.36851,2197.0,26.91,0.1
2985,10.1052,4036.56,28.58,-0.43
6053,14.6037,4984.27,15.04,0.21
6165,15.0304,4836.61,25.71,0.26
1733,4.29871,319.107,11.31,-0.41
4575,6.97399,1338.6,27.98,0.38
1552,14.3614,4984.52,9.07,-0.27
3499,8.56329,2518.56,44.73,0.16
7506,7.03958,1270.03,19.43,0.41
1554,13.2323,4271.68,44.54,0.34
3778,13.9751,4714.19,42.37,-0.47
1511,13.2401,4961.14,15.63,-0.24
3252,22.16,4986.75,17.26,0.07
4561,6.82074,1143.97,10.59,0.5
3309,13.8938,4685.62,25.47,0.23
1032,11.092,4321.79,18.69,0.24
4028,20.8164,4860.18,37.64,-0.41
727,7.98241,2104.69,35.96,0.05
722,17.762,4902.4,37.18,-0.33
2853,5.76571,714.572,19.05,0.42
696,23.1957,4826.3,39.23,0.33
3157,18.2138,4976.18,23.55,0.26
2980,18.51,4777.24,35.79,0.4
5250,11.6194,4224.35,34.38,0.27
2776,18.5697,4970.88,30.15,0.16
6130,21.5536,4958.65,31.22,-0.35
3101,10.8142,4080.84,26.86,-0.08
7560,7.66503,2049.67,32.65,-0.38
4313,3.42012,152.381,12.39,-0.45
5070,19.2571,4986.19,14.79,-0.48
2147,5.48142,697.146,13.92,-0.41
4382,7.481,1510.19,12.48,-0.07
4262,12.2459,4698.36,22.65,0.25
167,17.0396,4734.78,39.23,0.21
4917,14.8764,4974.81,18.82,0.04
7174,13.4463,4954.48,18.29,0.01
1846,19.5978,4987.07,11.0,-0.04
6627,22.4259,4985.94,15.73,-0.35
358,23.276,4978.83,20.53,-0.46
3844,19.9609,4923.61,31.04,0.07
2408,8.48629,2168.64,24.5,0.22
2426,12.0725,4482.97,43.34,0.29
3170,12.8522,4938.07,17.02,-0.12
7772,22.6878,4898.35,35.93,-0.13
4976,20.3538,4956.19,29.06,-0.1
6600,17.7703,4870.83,41.17,0.19
6158,5.39439,584.679,24.88,0.14
4287,11.4141,4814.79,12.78,-0.28
1717,21.5448,4744.21,44.25,-0.48
4585,3.0945,97.6992,24.17,-0.38
4253,9.15139,3048.0,20.03,-0.27
7161,13.8359,4749.39,36.52,-0.43
3975,10.8367,4125.58,20.01,0.24
3584,16.3071,4730.39,43.88,-0.19
3710,21.0705,4986.69,12.28,-0.21
4968,17.1987,4985.7,8.89,0.24
7079,18.3765,4986.05,17.69,0.05
6554,10.325,3784.25,40.66,-0.01
1272,25.3686,4948.71,28.09,0.0
3820,24.0529,4977.41,26.18,-0.35
4178,14.3101,4983.42,10.16,-0.14
5965,5.57477,864.054,39.46,-0.44
7563,16.2701,4610.44,41.49,0.16
6391,21.4938,4986.58,9.21,0.39
185,20.7829,4986.72,5.43,-0.14
2294,17.4405,4946.79,28.68,0.46
4593,23.8078,4939.17,41.35,-0.49
6568,5.82631,763.587,31.12,0.31
1539,18.3959,4906.38,31.26,-0.26
1687,22.0731,4958.91,27.17,0.12
6347,11.3875,4218.83,25.89,0.4
5645,8.58871,2187.07,11.72,0.15
376,22.7032,4941.08,33.83,0.28
3631,9.69546,3283.05,7.73,-0.1
10,10.6589,4379.12,16.54,-0.38
3114,6.19681,1186.4,44.11,0.09
222,5.51321,697.666,29.41,-0.15
2428,21.6719,4983.74,17.99,0.0
925,15.1013,4942.18,37.38,-0.3
859,15.0059,4975.02,28.37,-0.33
7999,17.5318,4984.19,20.14,0.02
4078,4.66382,343.357,10.37,0.01
667,20.403,4975.43,22.42,0.06
252,7.75149,1761.14,18.18,-0.06
7566,7.31096,1410.04,18.13,0.26
7086,11.8735,4980.32,6.29,-0.4
1534,17.7441,4986.66,20.3,-0.28
4394,9.23546,2959.65,23.78,-0.08
2071,9.13271,2718.68,19.92,0.47
3269,16.8785,4821.24,43.68,-0.39
2918,11.8158,3982.5,42.58,-0.29
2812,21.3817,4907.42,35.16,0.08
6713,19.9775,4975.0,26.44,0.37
5700,10.0981,3958.35,24.95,-0.33
1247,6.9055,1341.13,42.14,0.35
564,14.2324,4806.25,24.22,-0.06
3753,19.7663,4846.65,44.0,-0.18
491,4.79886,578.025,43.48,-0.19
6387,14.452,4843.51,38.57,-0.24
4368,12.1295,4132.6,44.03,0.33
3795,17.5229,4950.2,38.06,-0.4
3982,8.86248,2635.41,35.49,0.18
7004,21.1614,4922.24,36.49,0.16
915,12.6552,4415.5,41.24,-0.02
3320,24.2896,4924.77,35.17,0.01
6682,7.22821,1940.8,41.99,-0.28
2215,14.9238,4986.42,17.2,-0.17
1418,4.04388,332.024,31.52,-0.43
3713,3.92713,241.217,33.58,0.4
1323,20.0225,4689.01,43.14,-0.35
2269,14.0494,4896.88,29.97,-0.42
3043,5.28003,540.551,19.97,-0.01
1770,21.7376,4934.51,36.84,-0.27
4186,19.518,4986.52,18.89,-0.29
4110,18.4209,4986.23,30.71,-0.41
3706,7.45176,2027.88,42.4,-0.17
3349,6.45178,1179.3,42.97,0.23
2133,24.8182,4923.75,42.0,-0.23
3029,11.1615,4574.44,15.03,0.12
758,9.60862,3158.73,17.57,0.44
6166,6.56381,1218.74,16.9,-0.44
5759,8.46694,2374.72,28.08,0.48
1353,3.30165,153.659,41.13,-0.36
6526,6.10964,1058.77,39.12,-0.39
2747,11.2014,4613.27,8.91,0.12
6452,13.703,4675.08,33.16,0.32
3001,8.08422,2330.65,25.11,-0.41
2613,8.23496,1979.96,15.19,0.08
7247,5.01623,585.906,21.17,-0.49
5097,22.7448,4871.72,35.54,-0.12
6592,12.1385,4903.25,11.69,0.16
1447,20.2106,4833.49,41.96,0.29
4912,17.4005,4985.54,11.16,0.14
4723,5.02304,418.679,5.62,0.11
1139,18.1079,4985.97,16.8,-0.47
172,18.5895,4986.03,6.54,-0.07
4493,13.4021,4882.38,21.48,0.17
6739,8.11941,2009.87,21.67,-0.01
7384,8.56666,2631.39,17.84,-0.37
6049,18.2517,4986.4,5.69,0.2
766,18.2552,4857.14,32.58,-0.28
3461,6.83785,1243.49,20.6,0.12
5865,8.84265,2709.73,39.05,0.16
5570,7.17481,1429.49,16.99,-0.2
6177,10.8518,4133.32,39.55,-0.25
4784,10.397,4184.72,15.06,-0.25
1753,4.17365,328.087,41.89,0.09
5514,24.8917,4986.79,11.41,0.19
665,18.8472,4985.86,8.37,0.41
4896,24.8587,4986.99,11.52,-0.29
5257,13.8297,4983.68,8.36,-0.08
2839,13.3086,4704.99,34.78,-0.02
3604,7.11441,1564.06,36.05,0.23
7472,12.9041,4675.64,35.51,0.45
7007,15.3026,4893.69,30.18,-0.09
1621,7.51712,1812.12,22.95,-0.16
2871,14.6398,4945.83,27.19,-0.34
2582,15.0649,4846.3,33.75,0.27
7663,18.0404,4941.67,30.47,0.42
6906,25.1082,4945.72,24.87,0.37
2012,10.9519,4557.22,27.17,-0.49
4071,24.5373,4985.7,20.61,-0.38
368,5.46305,718.281,19.74,-0.35
2091,18.0137,4772.68,42.49,-0.32
5428,21.2094,4910.93,41.64,-0.4
2109,13.1658,4857.83,22.77,0.03
1598,7.48313,1947.16,31.49,-0.34
2929,13.2642,4910.84,17.42,0.07
1515,12.1134,4793.3,26.35,-0.39
6336,15.7134,4939.64,29.57,-0.45
2392,9.49339,3650.57,38.73,-0.46
2466,12.6664,4687.26,31.66,0.16
3841,22.8841,4934.34,29.1,0.46
5151,3.35291,136.259,23.26,-0.43
5445,4.16295,232.091,5.18,0.47
4650,11.125,4528.63,17.77,-0.16
5754,14.4724,4881.36,32.11,-0.4
5500,11.159,4605.86,23.75,-0.35
3677,13.4745,4918.25,18.98,0.31
6780,9.81654,3631.81,41.39,-0.39
3470,24.3538,4909.59,38.14,-0.01
6992,7.70447,2094.12,44.64,-0.19
1749,24.6126,4985.53,16.05,-0.1
5410,15.6045,4982.19,22.29,-0.21
556,9.56824,3625.42,10.06,-0.42
4329,11.5099,4471.12,22.19,-0.07
5243,13.3146,4743.49,32.61,0.06
3559,23.7178,4986.1,11.01,-0.45
2009,18.7986,4985.45,24.07,-0.04
3642,23.8747,4986.56,13.54,0.12
2743,24.2949,4840.15,36.46,0.5
955,19.3027,4986.48,9.21,0.0
291,6.73901,1239.2,16.26,-0.32
807,21.4119,4911.09,37.76,0.15
5826,17.3286,4984.54,21.17,-0.39
5750,21.8089,4979.37,16.57,0.0
3287,15.0374,4979.02,25.07,-0.06
2409,15.0264,4619.77,30.31,0.28
6694,10.5724,4271.99,7.1,-0.15
4375,17.8649,4960.19,25.83,-0.23
1559,18.8429,4985.9,7.81,0.27
60,13.1928,4802.32,29.97,-0.35
7298,12.6389,4600.16,41.68,0.3
5145,10.8928,4000.81,44.26,-0.16
7171,7.49042,1523.87,19.02,0.04
5308,18.7921,4986.23,9.07,-0.39
437,24.1303,4958.65,30.72,0.35
2490,10.3088,3886.14,13.32,-0.09
7927,6.52964,1152.63,37.8,-0.14
7447,9.36583,2781.89,6.84,0.29
5115,23.7794,4969.97,26.43,-0.05
7351,17.628,4941.76,33.84,-0.17
1860,17.7121,4932.37,34.25,0.35
5780,24.0171,4776.22,41.67,0.24
5418,15.9848,4984.47,6.25,0.26
7607,3.08289,84.6974,22.91,-0.26
4439,11.4899,4238.99,26.4,0.01
4988,23.9062,4976.43,24.28,-0.13
3041,14.4267,4983.99,9.87,0.15
6848,3.78199,171.753,17.93,0.07
3487,21.6723,4978.32,29.36,0.03
7614,19.7291,4986.11,17.21,-0.27
6448,9.3063,3421.12,14.49,-0.41
1266,19.1856,4985.21,14.99,-0.15
5539,3.9243,308.281,40.83,-0.48
7929,5.31838,526.63,13.49,0.17
761,3.09784,90.348,31.16,0.43
4239,7.93246,1875.46,7.87,-0.22
5459,5.29684,540.342,20.08,0.05
1227,15.774,4986.08,17.29,-0.25
821,5.00924,579.662,25.79,-0.39
1495,6.41048,1003.54,23.14,0.44
5039,3.49952,135.03,7.07,-0.3
7638,14.4647,4983.61,9.47,-0.45
7585,22.4071,4981.88,20.93,-0.01
2108,6.78813,1073.93,6.55,0.29
3878,5.47425,591.693,14.01,0.12
3539,10.9354,4323.67,15.8,0.07
306,10.8381,4002.87,36.59,0.44
1989,5.6232,692.946,26.16,0.2
1488,10.7985,4131.89,21.3,-0.22
3663,12.9864,4678.61,39.4,0.0
4951,18.2663,4985.35,12.93,-0.27
5332,15.8914,4892.89,41.56,-0.47
825,21.7409,4986.57,19.11,0.07
1912,9.71289,3225.64,25.05,0.23
4340,12.6024,4592.24,30.4,-0.23
5363,4.90866,555.028,37.32,-0.19
122,20.661,4985.79,15.67,-0.49
3746,4.36052,272.771,14.93,0.0
823,4.37412,355.774,31.86,0.17
4047,13.0165,4465.92,40.29,-0.11
6304,12.5058,4981.0,7.0,0.11
1296,21.0234,4890.83,38.01,0.21
5346,24.748,4962.25,30.07,-0.31
174,4.74497,404.982,24.84,0.01
6208,21.4098,4962.52,34.66,0.07
7982,12.2577,4960.51,7.36,0.32
5633,8.82091,2557.89,22.12,0.43
6275,15.0283,4946.94,27.46,-0.27
184,8.12453,2325.39,28.33,-0.29
7787,14.7662,4982.8,17.26,-0.21
4660,5.72716,682.919,18.46,0.25
3939,4.15128,262.255,18.14,-0.22
4472,18.0597,4966.01,24.68,-0.34
5417,4.54203,414.091,44.11,-0.23
3513,11.5326,4146.63,40.6,-0.07
3305,8.94381,2520.75,12.86,0.04
6325,19.6532,4962.31,27.52,0.45
4283,25.0071,4984.32,16.57,-0.06
6929,11.2417,4220.15,43.63,0.19
39,6.6205,1268.87,22.05,-0.36
1709,5.87725,897.029,43.05,-0.14
84,9.4971,3314.78,41.18,0.47
375,10.9621,3940.5,28.91,0.4
5502,15.6798,4980.7,21.89,0.07
5134,19.4071,4985.56,13.33,0.12
4017,8.74892,2618.6,38.93,0.29
7438,21.2765,4967.05,26.58,0.14
1464,25.2627,4972.5,23.54,0.04
1301,23.0332,4986.78,5.09,-0.34
993,15.7807,4985.69,13.97,0.22
379,11.1834,4978.44,6.7,-0.48
1257,15.9148,4836.07,32.76,0.36
6030,23.3173,4978.12,24.64,-0.21
7474,20.9387,4954.29,27.74,-0.04
1832,10.1292,3328.34,41.89,0.46
3622,7.43391,1931.5,34.47,-0.32
6461,13.6853,4983.39,5.26,0.01
1930,23.746,4868.15,40.04,-0.07
3110,3.70172,218.128,42.45,0.49
6133,25.1816,4861.47,41.05,0.29
6914,3.23202,80.3846,9.85,0.33
5875,20.5815,4908.33,38.97,-0.33
7509,18.7733,4882.93,42.54,0.08
6927,24.9639,4761.7,44.3,-0.47
7836,7.37312,1600.4,42.3,0.19
7962,13.3766,4680.73,30.19,0.18
2131,14.331,4983.7,15.02,0.05
420,14.3235,4825.39,32.48,-0.36
1681,13.4713,4582.42,39.74,-0.01
3934,21.761,4986.98,8.76,-0.06
7315,5.27262,593.31,18.88,-0.3
320,24.0946,4874.47,42.74,0.29
5751,12.1205,4618.11,24.94,0.2
6814,21.8214,4987.17,10.27,0.08
207,14.3761,4671.73,33.29,-0.07
5936,15.6511,4754.36,30.26,-0.01
4970,8.02261,2001.98,28.29,0.07
6721,17.4263,4898.94,34.29,0.11
7710,4.42333,288.207,15.77,0.09
4079,7.38874,1438.57,13.05,0.02
239,15.7918,4985.55,15.16,-0.35
7276,3.68328,189.374,32.27,0.36
4828,14.6856,4985.06,13.89,-0.31
396,6.70701,1098.11,20.9,0.04
4834,20.7208,4970.19,25.81,0.29
657,4.63951,391.113,33.87,-0.04
1332,20.7414,4965.07,24.86,0.47
3758,21.9536,4916.33,35.88,0.3
3062,15.2368,4922.27,28.45,0.21
1767,7.45549,1695.76,37.5,0.11
1841,24.3413,4936.01,29.58,0.07
4417,12.0498,4607.23,22.87,0.29
1721,19.9298,4948.73,35.34,-0.44
5879,22.4593,4987.15,12.48,-0.08
877,24.8964,4982.71,22.59,-0.13
5288,23.3198,4842.53,44.24,-0.13
5741,20.7504,4963.38,31.13,-0.34
709,16.1542,4985.13,5.81,0.18
6920,11.2954,4304.06,26.18,-0.08
2549,15.2164,4983.58,8.15,0.24
3221,13.8641,4984.01,9.98,-0.05
2104,3.59266,243.919,41.29,-0.49
7760,6.72702,1211.7,29.46,0.41
3681,3.78397,168.13,8.5,-0.13
584,12.2796,4705.82,36.95,0.32
7093,4.18908,279.847,25.33,-0.24
294,19.0276,4986.62,7.73,-0.26
3956,18.5507,4915.37,36.07,0.49
7264,15.16,4818.48,38.15,-0.3
1161,9.11682,3177.22,21.77,-0.38
640,3.52216,120.693,9.52,-0.06
3038,19.195,4931.78,34.3,-0.09
6121,17.6908,4986.58,10.86,0.32
2403,21.7814,4986.54,5.11,-0.43
5188,19.377,4986.11,8.23,-0.02
7475,20.0756,4895.15,39.88,-0.1
85,18.8199,4822.71,41.48,-0.28
6078,19.2359,4977.33,31.08,-0.35
6659,9.54738,3254.83,39.96,0.25
7199,22.5007,4987.0,15.64,0.47
4113,6.91357,1323.68,28.33,-0.05
4230,22.3272,4825.77,43.42,0.34
1616,3.43269,148.49,5.86,-0.47
2677,6.91375,1209.88,17.52,-0.01
442,19.6498,4940.49,38.59,-0.14
682,16.3013,4842.08,33.09,-0.15
5053,8.44196,2716.2,24.73,-0.48
4167,15.7953,4957.55,27.18,0.27
2500,17.48,4984.22,21.62,-0.01
2220,20.6965,4780.45,41.49,0.47
5967,8.21215,2546.52,42.27,-0.27
2162,17.7594,4903.0,37.07,0.22
1973,3.75008,199.256,36.85,0.19
4479,7.86509,2151.6,30.74,-0.34
5036,14.5836,4951.65,27.07,-0.19
